0	228	0	0	0	0	0	0	0
0	27	0	0	0	0	0	0	0
0	9	0	0	0	0	0	0	0
0	30	0	0	0	0	0	0	0
21	0	0	0	0	0	0	0	0
0	79	0	0	0	0	0	0	0
0	92	0	0	0	0	0	0	0
0	233	0	0	0	0	0	0	0
0	49	0	0	0	0	0	0	0
0	137	0	0	0	0	0	0	0
0	518	0	0	0	0	0	0	0
0	441	0	0	0	0	0	0	0
0	310	0	0	0	0	0	0	0
0	194	0	0	0	0	0	0	0
18	174	0	0	0	0	0	0	0
8	143	0	0	0	0	0	0	0
0	226	0	0	0	0	0	0	0
0	177	0	0	0	0	0	0	0
0	225	0	0	0	0	0	0	0
0	238	0	0	0	0	0	0	0
0	110	0	0	0	0	0	0	0
0	11	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
5	0	0	0	2065	5378	1128	0	0
17	0	0	0	7809	14013	4681	0	0
38	0	0	0	8830	19537	6042	0	0
53	0	0	0	8458	25095	6949	0	0
53	0	0	0	11816	28561	6954	0	0
150	0	0	0	14336	30140	6964	0	0
148	44	0	0	15149	28442	5807	0	0
119	55	0	0	12931	22240	2910	0	0
125	6	0	0	8051	15166	2326	0	0
81	0	0	0	3627	8887	1539	0	0
63	0	0	0	1763	5883	1060	0	0
259	0	0	0	3568	6427	218	0	0
420	10	0	0	5680	11288	593	0	0
571	45	0	0	7641	15059	833	0	0
529	81	0	0	7689	16443	462	0	0
488	160	0	0	6704	16972	513	0	0
391	257	0	0	5717	16580	1742	0	0
458	270	0	0	5316	12677	2414	0	0
448	236	0	0	3788	9610	3268	0	0
432	70	0	0	1399	6355	4031	0	0
367	282	0	0	2646	6904	3371	0	0
333	319	0	0	6019	7574	2376	0	0
263	276	0	0	8537	8980	1733	0	0
145	162	0	0	9638	9778	1792	0	0
43	50	0	0	10415	10912	2582	0	0
7	42	0	0	10730	12335	4354	0	0
4	3	0	0	11382	13348	5280	0	0
0	0	0	0	12224	14536	5989	0	0
0	13	0	0	11874	14391	5855	0	0
6	33	0	0	10740	13805	6272	0	0
0	34	0	0	10968	12822	5566	0	0
0	47	0	0	10134	11012	4857	0	0
0	36	0	0	8797	8300	2400	0	0
0	21	0	0	6379	6219	1388	0	0
0	20	0	0	5331	6355	2235	0	0
0	0	0	0	4645	6510	3038	0	0
4	9	0	0	5447	7242	4717	0	0
0	0	0	0	8499	8678	6675	0	0
0	0	0	0	10486	9174	7462	0	0
3	0	0	0	12023	9630	8375	0	0
78	0	0	0	13153	10249	9189	0	0
283	0	0	0	14001	10370	10847	0	0
414	1	0	0	13498	10949	11224	0	0
502	16	0	0	13150	11811	10459	0	0
301	0	0	0	12458	13306	9097	0	0
192	10	0	0	11277	15894	7880	0	0
45	3	0	0	10705	18548	7509	0	0
2	5	0	0	9738	21953	9530	0	0
0	79	0	0	8967	24115	10756	0	0
51	419	0	0	9919	24996	11430	0	0
311	614	0	0	12492	25398	8871	0	0
813	1047	0	0	15287	25306	8134	0	0
1059	1519	0	0	16254	22963	10309	0	0
1145	1972	0	0	15447	23403	11069	0	0
1254	2594	0	0	16657	24396	12894	0	0
1199	2908	20	0	15790	26444	13972	0	0
