"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
241,0,0,0,2221,8060,1461
242,0,3,0,1374,8344,1765
243,0,0,0,1368,6757,1342
244,0,0,0,2462,4979,1210
245,0,0,0,3661,5148,1232
246,0,0,0,4321,4511,1267
247,0,0,0,4547,3712,1487
248,0,0,0,4685,2958,1466
249,0,0,0,4217,2912,946
250,0,0,0,3835,2651,568
251,0,0,0,2765,2469,1072
252,0,0,0,1682,2205,568
253,0,0,0,1215,2320,652
254,0,0,0,855,2432,649
255,0,0,0,601,1719,295
256,0,0,0,594,1045,268
257,0,0,0,605,788,303
258,0,0,0,721,550,509
259,0,0,0,915,669,704
260,2,0,0,958,744,704
261,1,0,0,976,526,552
262,20,6,0,1106,716,321
263,32,10,0,1347,1132,176
264,154,13,0,1537,1311,1
265,218,152,0,1530,1325,46
266,237,101,0,1832,1482,149
267,214,49,0,2024,1343,201
268,269,16,0,2209,1473,492
269,346,38,0,2380,1568,442
270,344,81,0,2379,1191,417
271,287,174,0,2498,802,296
272,159,50,0,2463,283,240
273,31,30,0,2319,26,201
274,8,9,0,2022,17,181
275,0,17,0,1612,5,89
276,0,46,0,1093,14,55
277,0,1,0,779,19,237
278,0,4,0,512,29,642
279,0,0,0,518,26,615
280,0,0,0,679,120,682
281,0,0,0,736,178,511
282,0,0,0,641,233,400
283,0,0,0,235,419,689
284,4,0,0,129,289,499
285,0,0,0,39,147,114
286,6,5,0,78,201,248
287,0,0,0,41,265,281
288,0,0,0,200,164,182
289,0,3,0,356,40,38
290,0,10,0,438,202,106
291,0,0,0,407,213,373
292,13,2,0,277,295,439
293,27,0,0,188,207,424
294,41,1,0,7,58,311
295,18,0,0,1,6,16
296,43,0,0,43,5,57
297,158,0,0,48,30,98
298,192,2,0,97,24,35
299,271,6,0,148,55,97
300,264,9,0,307,48,275
301,185,6,0,619,352,684
302,124,0,0,786,745,949
303,44,0,0,408,609,833
304,23,0,0,169,198,506
305,16,0,0,25,114,276
306,6,2,0,0,66,528
307,4,0,0,0,147,464
308,4,0,0,4,170,769
309,4,0,0,33,95,1305
310,0,0,0,47,310,1818
311,15,0,0,188,572,1761
312,4,0,0,73,673,1055
313,29,0,0,48,728,784
314,27,0,0,131,974,1304
315,23,0,0,112,1164,1459
316,9,0,0,237,1713,1340
317,8,1,0,206,1488,860
318,16,0,0,250,1181,403
319,5,0,0,362,989,315
320,20,0,0,456,723,380
321,17,0,0,454,181,190
322,15,0,0,623,56,0
323,19,0,0,791,346,46
324,8,2,0,861,811,48
325,11,34,0,957,1102,2
326,223,111,0,791,863,0
327,486,67,0,896,261,1
328,665,65,0,896,242,0
329,690,100,0,802,535,3
330,621,156,0,800,630,0
331,491,128,0,689,867,28
332,314,72,0,452,552,8
333,36,40,0,143,196,21
334,83,29,0,14,11,47
335,125,27,0,9,30,52
336,187,2,0,0,83,50
337,207,0,0,0,58,24
338,181,2,0,21,16,14
339,171,20,0,87,6,0
340,198,9,0,130,25,14
341,173,7,0,259,49,35
342,213,48,0,206,57,43
343,160,85,0,204,8,39
344,49,34,0,259,6,26
345,31,5,0,132,1,13
346,57,0,0,109,29,2
347,38,1,0,37,0,0
348,168,0,0,11,0,0
349,209,0,0,0,0,0
350,213,0,0,0,0,0
351,275,8,0,0,0,0
352,276,13,0,0,0,0
353,218,14,0,0,2,0
354,136,0,0,0,0,0
355,79,0,0,0,0,1
356,109,0,0,0,0,0
357,266,0,0,0,2,0
358,258,0,0,0,0,0
359,148,0,0,0,0,0
360,77,0,0,0,0,0
361,21,0,0,0,0,0
362,14,0,0,0,0,0
363,4,1,0,0,1,0
364,0,0,0,0,0,0
365,0,0,0,0,0,4
366,9,0,0,0,0,0
367,5,0,0,0,0,0
368,3,0,0,0,0,0
369,6,10,0,0,0,0
370,1,0,0,0,2,0
371,18,0,0,0,0,0
372,35,0,0,0,0,0
373,34,0,0,0,0,0
374,108,0,0,0,0,0
375,89,0,0,0,0,0
376,98,0,0,0,5,0
377,54,0,0,0,0,0
378,19,0,0,0,9,0
379,0,0,0,0,10,1
380,0,0,0,0,18,22
381,0,0,0,0,18,28
382,0,0,0,0,53,29
383,9,7,0,0,83,23
384,0,54,0,0,2,9
385,0,38,0,0,31,2
386,0,42,0,29,161,0
387,0,12,0,0,58,0
388,0,10,0,0,190,15
389,0,14,0,60,295,5
390,0,4,0,2,144,1
391,0,0,0,7,110,3
392,0,0,0,17,113,0
393,0,8,0,13,45,0
394,0,11,0,4,62,0
395,0,5,0,46,155,0
396,0,0,0,54,72,0
397,0,0,0,241,124,0
398,0,0,0,353,410,0
399,0,0,0,325,373,0
400,0,0,0,452,405,0
401,0,0,0,539,506,0
402,0,0,0,453,390,0
403,0,0,0,273,282,0
404,0,0,0,198,266,0
405,0,0,0,88,66,0
406,0,0,0,99,55,0
407,7,0,0,41,108,0
408,0,0,0,24,126,0
409,2,0,0,21,41,6
410,3,0,0,4,45,21
411,0,0,0,1,0,3
412,0,0,0,0,0,0
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,0,0,0,12,0
416,0,2,0,13,27,4
417,0,0,0,0,16,6
418,0,0,0,8,3,0
419,0,0,0,46,8,0
420,0,0,0,11,4,0
421,5,0,0,68,20,0
422,0,0,0,127,16,0
423,1,0,0,161,12,0
424,0,0,0,240,4,2
425,0,0,0,370,24,1
426,0,0,0,359,0,0
427,0,0,0,324,0,0
428,32,3,0,328,2,0
429,1,0,0,303,0,0
430,0,0,0,163,4,0
431,0,0,0,170,45,0
432,0,0,0,39,7,0
433,0,4,0,37,2,0
