"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
729,2230,7348,0,0,0,0
730,2129,7155,0,3,0,0
731,1770,6755,0,0,1,0
732,1671,5801,0,0,0,0
733,1531,5291,0,0,0,0
734,1400,5211,0,0,0,0
735,1276,5239,0,0,0,0
736,1119,4675,0,4,0,0
737,690,3790,0,0,0,0
738,415,2747,0,1,0,0
739,230,2252,0,0,0,0
740,54,1002,0,9,0,0
741,1,358,71,0,0,0
742,57,400,0,0,0,0
743,5,246,0,0,0,0
744,30,331,4,0,0,0
745,81,262,0,0,0,0
746,53,275,45,9,0,0
747,4,82,89,0,0,0
748,10,152,42,0,0,0
749,20,215,21,0,0,0
750,126,153,40,0,0,0
751,150,66,63,0,4,0
752,40,0,0,0,0,0
753,3,8,0,0,0,0
754,1,0,0,0,0,0
755,10,0,0,0,21,0
756,9,8,0,0,0,0
757,17,0,0,0,2,0
758,45,0,0,0,9,0
759,26,0,0,0,0,0
760,37,0,0,0,0,0
761,40,0,0,0,21,0
762,6,0,0,0,3,0
763,0,0,0,0,0,0
764,0,0,0,0,17,0
765,0,0,0,0,0,0
766,0,0,0,0,1,0
767,0,0,0,17,0,0
768,1,0,0,0,0,0
769,0,0,0,0,0,0
770,0,0,0,0,0,0
771,0,0,0,0,0,0
772,8,0,0,0,0,0
773,0,0,0,0,0,0
774,0,0,0,0,0,0
775,1,0,0,0,0,0
776,0,0,0,0,0,0
777,0,0,0,5,0,0
778,0,0,0,3,0,0
779,0,0,0,0,0,0
780,0,4,0,2,0,0
781,0,6,0,0,0,0
782,18,1,0,0,0,0
783,0,0,0,0,0,0
784,0,0,0,0,0,0
785,0,0,0,0,0,0
786,0,0,0,0,0,0
787,0,0,0,0,3,0
788,0,0,0,0,0,0
789,1,0,0,0,0,0
790,0,0,0,0,2,0
791,0,0,0,0,2,0
792,2,0,0,0,7,0
793,40,2,0,0,0,0
794,6,0,0,0,7,0
795,0,0,0,0,0,0
796,0,0,0,0,6,0
797,35,0,0,0,0,0
798,9,0,0,0,0,0
799,0,0,0,0,0,0
800,42,8,0,0,0,0
801,44,9,0,0,0,0
802,0,0,0,0,0,0
803,0,0,0,0,0,0
804,0,0,0,0,0,0
805,0,0,0,0,0,0
806,0,0,0,0,0,0
807,0,0,0,0,0,0
808,0,0,0,0,0,0
809,0,0,0,0,0,0
810,6,0,0,0,0,0
811,0,0,0,3,0,0
812,0,0,0,23,0,0
813,0,0,0,0,0,0
814,0,0,0,0,0,0
815,0,0,0,0,16,0
816,0,0,0,0,0,0
817,0,0,0,0,0,0
818,5,0,0,0,9,0
819,0,0,0,0,0,0
820,0,0,0,0,0,0
821,0,0,0,19,46,0
822,0,0,0,16,0,0
823,0,0,0,47,0,0
824,0,0,0,106,36,0
825,0,0,0,42,0,0
826,0,0,0,55,0,0
827,0,0,0,0,0,0
828,0,0,0,2,0,0
829,0,0,0,0,0,0
830,0,0,0,0,0,0
831,0,0,0,0,0,0
832,0,0,0,0,0,0
833,0,0,0,0,0,0
834,0,0,0,0,0,0
835,0,0,0,0,0,0
836,0,0,0,0,0,0
837,0,0,0,0,0,0
838,0,0,0,0,0,0
839,0,19,0,0,0,0
840,0,74,0,0,0,0
841,90,824,0,1,1,0
842,164,3172,0,0,5,0
843,242,5833,0,0,0,0
844,285,6404,0,0,0,0
845,390,4849,0,1,0,0
846,301,2786,0,2,0,0
847,357,2709,0,16,0,0
848,149,2221,0,18,0,0
849,0,1527,0,6,0,0
850,10,1433,0,0,0,0
851,0,2251,0,0,0,0
852,3,2846,0,0,0,0
853,2,3210,0,0,0,0
854,29,3599,0,0,0,0
855,76,4016,0,0,37,0
