"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
151,0,0,718,3766,13234,4089
152,0,0,0,0,0,0
153,0,0,339,3773,11963,3736
154,0,0,0,0,0,0
155,0,0,0,3758,10771,3838
156,0,0,0,0,0,0
157,0,0,0,3089,10810,5565
158,0,0,0,0,0,0
159,0,0,0,2472,8543,6234
160,0,0,0,0,0,0
161,0,0,10,1581,5051,6828
162,0,0,0,0,0,0
163,0,0,0,850,4776,5763
164,0,0,0,0,0,0
165,0,0,0,178,6938,5775
166,0,0,0,0,0,0
167,0,0,0,254,7551,5717
168,0,0,0,0,0,0
169,0,0,0,893,7411,3454
170,0,0,0,0,0,0
171,0,0,0,584,6352,1872
172,0,0,0,0,2,0
173,0,0,0,294,6245,766
174,0,0,0,0,0,0
175,0,0,0,86,7946,1376
176,0,0,0,0,0,0
177,0,0,0,379,7923,1221
178,0,0,0,0,0,0
179,0,0,0,484,4690,374
180,0,0,0,0,0,0
181,0,0,0,527,2904,146
182,0,0,0,0,0,0
183,0,0,0,410,7954,555
184,0,0,0,0,0,0
185,0,0,0,298,7833,1810
186,0,0,0,0,0,0
187,0,0,0,308,6391,973
188,0,0,0,0,0,0
189,0,0,0,302,2851,198
190,0,0,0,0,0,0
191,0,0,0,75,1328,36
192,0,0,0,0,0,0
193,0,0,0,1,3543,209
194,0,0,0,0,0,0
195,0,0,0,139,3558,105
196,0,0,0,0,0,0
197,0,0,0,263,2690,75
198,0,0,0,0,0,0
199,0,0,0,257,3048,331
200,0,0,0,0,0,0
201,0,0,0,346,4466,364
202,0,0,0,0,0,0
203,0,0,0,51,5693,449
204,0,0,0,0,0,0
205,0,0,0,133,7813,264
206,0,0,0,0,0,0
207,0,0,0,0,7459,134
208,0,0,0,0,0,0
209,0,0,0,0,6179,133
210,0,0,0,0,0,0
211,4,0,0,38,4153,59
212,0,0,0,0,0,0
213,0,0,0,854,2841,36
214,0,0,0,0,0,0
215,0,0,0,1562,1015,0
216,0,0,0,0,0,0
217,0,0,0,1401,1970,0
218,0,0,0,0,0,0
219,0,0,0,820,3490,1
220,0,0,0,0,0,0
221,0,0,0,1372,5495,647
222,0,0,0,0,0,0
223,0,0,0,2461,9314,1841
224,0,0,0,0,0,0
225,0,0,0,3788,11999,3415
226,0,0,0,0,0,0
227,0,0,0,4206,12441,5030
228,0,0,0,0,0,0
229,0,0,0,4015,12634,7919
230,0,0,0,0,0,0
231,0,0,0,3612,11306,6585
232,0,0,0,0,0,0
233,0,0,0,3644,8769,5586
234,0,0,0,0,0,0
235,0,0,0,3142,11089,4590
236,0,0,0,0,0,0
237,0,0,0,2462,9101,4195
238,0,0,0,0,0,0
239,0,0,0,2460,8780,998
240,0,0,0,0,0,0
241,0,0,0,2403,7068,929
242,0,0,0,0,0,0
243,0,0,0,2088,5708,1627
244,0,0,0,0,0,0
245,0,0,0,2138,5385,3483
246,0,0,0,0,0,0
247,0,0,0,2148,4536,5487
248,0,0,0,0,0,0
249,0,0,0,1654,3965,6498
250,0,0,0,0,0,0
251,0,0,0,909,3421,6565
252,0,0,0,0,0,0
253,0,0,0,421,4256,5409
