"frame","head_patient","torso_patient","legs_patient","head_therapist","torso_therapist","legs_therapist"
271,0,0,0,37,166,0
272,0,0,0,31,66,0
273,0,0,0,1,10,0
274,0,0,0,0,3,0
275,0,0,0,2,7,53
276,0,0,0,60,1,0
277,0,0,0,183,30,0
278,0,0,0,38,65,0
279,0,0,0,12,69,0
280,0,0,0,9,79,0
281,0,0,0,18,30,0
282,0,0,0,96,0,0
283,0,0,0,98,15,6
284,0,0,0,45,16,0
285,0,0,0,38,29,0
286,0,0,0,76,25,0
287,0,0,0,75,15,0
288,0,0,0,76,4,0
289,0,0,0,139,0,0
290,0,0,0,250,0,0
291,0,0,0,225,1,0
292,0,0,0,83,0,0
293,0,0,0,52,0,5
294,0,0,0,45,17,19
295,0,0,0,0,38,11
296,0,0,0,8,43,30
297,0,0,0,63,86,23
298,0,0,0,27,82,2
299,0,0,0,1,63,0
300,0,0,0,0,43,0
301,0,0,0,0,41,0
302,0,0,0,0,3,0
303,0,0,0,0,4,1
304,0,0,0,7,3,0
305,0,0,0,22,2,0
306,0,0,0,0,2,0
307,0,0,0,0,75,0
308,0,0,0,0,132,0
309,0,0,0,0,125,0
310,0,0,0,80,97,0
311,0,0,0,153,27,0
312,0,0,0,214,14,0
313,0,0,0,244,7,3
314,0,0,0,185,26,1
315,0,0,0,77,20,0
316,0,0,0,34,60,0
317,0,0,0,12,77,0
318,0,0,0,16,89,0
319,0,0,0,30,85,0
320,0,0,0,38,63,0
321,0,0,0,8,2,0
322,0,0,0,14,0,2
323,0,0,0,7,18,0
324,0,0,0,0,82,0
325,0,0,0,0,103,0
326,0,0,0,16,75,0
327,0,0,0,0,1,0
328,0,0,0,0,16,0
329,0,0,0,17,2,0
330,0,0,0,0,8,0
331,0,0,0,0,0,0
332,0,0,4,0,0,0
333,0,0,0,0,0,0
334,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,0,0,0,0,0
337,0,0,0,0,62,0
338,0,0,0,0,107,0
339,0,0,0,0,116,0
340,0,0,0,0,96,0
341,0,0,0,2,80,0
342,0,0,0,0,26,0
343,0,0,0,0,13,0
344,0,0,0,26,5,0
345,0,0,0,63,0,0
346,0,0,0,67,1,0
347,0,0,0,33,15,0
348,0,0,0,69,116,0
349,0,0,0,213,149,0
350,0,0,0,266,91,0
351,0,0,0,264,67,0
352,0,0,0,245,57,0
353,0,0,0,205,8,0
354,0,0,0,162,0,0
355,0,0,0,66,0,0
356,0,0,0,1,0,0
357,0,0,0,0,0,0
358,0,0,0,0,42,0
359,0,0,0,0,148,0
360,0,0,0,3,538,0
361,12,0,0,11,947,10
362,5,0,0,31,1205,10
363,21,0,0,0,1506,2
364,11,0,0,0,1680,0
365,19,0,0,30,1621,4
366,22,0,0,36,1494,26
367,18,0,0,17,1086,77
368,17,0,0,82,1202,3
369,0,0,0,223,1514,18
370,0,0,0,359,1604,39
371,0,0,0,387,1704,7
372,0,0,0,355,1724,13
373,0,0,0,176,2149,97
374,0,0,0,69,2495,321
375,0,0,0,2,2916,386
376,0,0,0,11,3544,482
377,18,0,0,49,3770,691
378,16,0,0,17,3765,644
379,15,0,0,9,3866,404
380,82,0,0,73,4129,450
381,27,0,0,31,4122,247
382,69,0,0,7,3964,34
383,66,0,0,8,3746,2
384,60,0,0,93,2994,98
385,55,0,0,380,3600,130
386,62,0,0,326,4353,72
387,2,0,0,413,5330,0
388,8,0,0,387,5867,15
389,0,0,0,301,5849,31
390,0,0,0,204,5992,300
391,0,0,0,122,6126,486
392,0,0,0,246,6046,565
393,0,0,0,228,4655,317
394,0,0,0,194,3379,63
395,0,0,0,32,2849,16
396,0,0,0,27,2324,67
397,0,0,0,29,2000,384
398,0,0,0,7,2315,464
399,0,0,0,94,1726,454
400,0,0,0,126,613,301
401,0,0,0,137,295,33
402,0,0,0,234,214,0
403,0,0,0,246,252,50
404,0,0,0,304,227,0
405,0,0,0,314,138,0
406,0,0,0,300,60,0
407,0,0,0,266,26,0
408,0,0,0,197,0,0
409,0,0,0,231,4,0
410,0,0,0,229,0,0
411,0,0,0,161,4,0
412,0,0,0,104,38,0
413,0,0,0,62,22,0
414,0,0,0,5,28,2
415,0,0,0,73,169,0
416,0,0,0,27,283,0
417,0,0,0,142,355,0
418,0,0,0,94,284,0
419,0,0,0,49,161,0
420,0,0,0,78,97,0
421,0,0,0,48,146,1
422,0,0,0,21,133,2
423,0,0,0,35,131,0
424,0,0,0,20,146,0
425,0,0,0,28,34,0
426,0,0,0,17,2,0
427,0,0,0,1,37,0
428,0,0,0,9,83,0
429,0,0,0,26,14,0
430,0,0,0,17,1,0
431,0,0,0,27,0,0
432,0,0,0,53,18,0
433,0,0,0,27,44,0
434,0,0,0,2,13,0
435,0,0,0,2,0,0
436,0,0,0,5,0,0
437,0,0,0,0,0,0
438,0,0,0,0,0,0
439,0,0,0,0,0,0
440,0,0,0,0,0,0
441,0,0,0,0,0,0
442,0,0,0,0,0,0
443,0,0,0,14,0,0
444,0,0,0,20,9,0
445,0,0,0,44,0,0
446,0,0,0,107,1,0
447,0,0,0,245,0,0
448,0,0,0,294,0,0
449,0,0,0,133,1,0
450,0,0,0,34,1,0
451,0,0,0,37,6,0
452,0,0,0,43,0,0
453,0,0,0,17,0,0
454,0,0,0,3,1,0
455,0,0,0,0,0,0
456,0,0,0,21,0,0
457,0,0,0,11,2,0
458,0,0,0,20,60,0
459,0,0,0,18,109,0
460,0,0,0,65,52,0
461,0,0,0,143,16,0
462,0,0,0,71,0,2
463,0,0,0,34,0,0
464,0,0,0,38,0,0
465,0,0,0,9,0,0
466,0,0,0,0,1,0
467,0,0,0,0,0,0
468,0,0,0,0,5,0
469,0,0,0,0,28,0
470,0,0,0,0,58,0
471,0,0,0,0,0,0
472,0,0,0,1,0,0
473,0,0,0,21,0,0
474,0,0,0,3,1,0
475,0,0,0,1,0,0
476,0,0,0,0,20,0
477,0,0,0,5,76,0
478,0,0,0,0,211,0
479,0,0,1,0,412,0
480,0,0,7,0,558,0
481,0,0,0,4,695,0
482,0,0,0,0,864,0
483,0,0,13,1,950,0
484,0,0,0,0,984,0
485,0,0,0,24,982,0
486,0,0,10,10,1065,0
487,0,0,0,1,1159,0
488,0,0,23,34,1266,0
489,0,0,12,30,1793,0
490,0,0,0,88,2344,15
491,0,0,0,226,3120,32
492,0,0,1,397,4138,158
493,0,0,0,560,5206,163
494,0,0,0,667,5250,95
495,0,0,0,627,4683,102
496,0,0,0,691,4916,159
497,0,0,0,515,4550,37
498,0,0,0,401,4412,17
499,0,0,0,210,4128,4
500,0,0,0,107,3243,11
501,0,0,0,15,1538,5
502,0,0,0,9,2834,0
503,0,0,0,0,4405,7
504,0,0,0,0,4749,2
505,0,0,0,42,4515,24
506,0,0,0,33,4220,72
507,0,0,0,76,3802,135
508,0,0,0,180,3506,174
509,0,0,0,290,2994,72
510,0,0,0,214,2513,4
511,0,0,0,258,1881,8
512,0,0,0,138,1313,0
513,0,0,0,148,833,4
514,0,0,0,162,1618,66
515,0,0,0,136,1873,241
516,0,0,0,112,1990,165
517,0,0,0,114,2093,172
518,0,0,0,151,2337,244
519,0,0,0,147,1989,136
520,0,0,0,159,1934,159
521,0,0,0,286,2902,206
522,0,0,0,339,2838,118
523,0,0,0,403,2667,107
524,0,0,0,472,2970,96
525,0,0,0,485,2359,104
526,0,0,0,464,2123,6
527,0,0,0,468,1598,19
528,0,0,0,446,1084,8
529,0,0,0,354,855,100
530,0,0,0,337,956,138
531,0,0,0,165,1092,0
532,0,0,0,2,1542,1
533,0,0,0,3,1765,121
534,0,0,0,1,1729,35
535,0,0,0,170,1138,0
536,0,0,0,235,2009,0
537,0,0,0,312,2425,0
538,0,0,0,284,2662,16
539,0,0,0,403,2945,127
540,0,0,0,301,2236,59
541,0,0,0,287,1510,86
542,0,0,0,244,884,35
543,0,0,0,264,572,8
544,0,0,0,170,456,5
545,0,0,0,225,404,0
546,0,0,0,115,118,4
547,0,0,0,19,69,0
548,0,0,0,1,47,0
549,0,0,0,3,19,0
550,0,0,0,10,64,0
551,0,0,0,65,55,0
552,0,0,0,32,160,0
553,0,0,0,44,285,2
554,0,0,0,118,318,0
555,0,0,0,18,70,0
556,0,0,0,23,27,0
557,0,0,0,60,26,0
